"","NLM__n1","NLM__n2","NLM__n3","NLM__n4","NLM__n5","NLM__n6"
"358",1,1186.09313964844,0.0102137131616473,3.45234894752502,57520.03125,4563.56103515625
"359",1,1672.78247070312,0.0341537185013294,13.4339752197266,57380.63671875,4221.17626953125
"360",1,2167.68676757812,0.0544813238084316,16.2213134765625,57242.5390625,3948.35595703125
"361",1,1943.23193359375,0.00949438009411097,15.6974773406982,57112.8203125,3710.03881835938
"362",3,1718.52868652344,0.0168421305716038,15.3456764221191,57116.33984375,3579.7861328125
"363",1,1721.59814453125,0.0219225492328405,14.0248546600342,57088.125,3601.615234375
"364",1,1339.5,0.0206127371639013,15.3614206314087,57338.96875,3214.8203125
"365",1,1251.40637207031,0.0198443047702312,0,56757.58203125,3607.81176757812
"366",3,1464.9111328125,0.0221574418246746,21.2120170593262,56182.8984375,4066.32177734375
"367",1,1414.98986816406,0.0201807599514723,14.4858455657959,56066.73828125,4114.27880859375
"368",1,1410.10217285156,0.0195010900497437,29.9941921234131,56088.35546875,4100.93115234375
"369",1,1368.296875,0.0151673052459955,24.8100242614746,56139.4296875,4047.60205078125
"370",1,1482,0.0253863707184792,24.4341564178467,55731.609375,4454.12255859375
"371",1,1683.67236328125,0.00762624712660909,1.75049793720245,54043.0703125,6304.94482421875
"372",1,2438.541015625,0.00698484806343913,0,52910.69140625,7511.142578125
"373",1,2317.63012695312,0.0278790555894375,6.2069673538208,52989.96875,7462.53857421875
"374",1,1392.13098144531,0.00527126668021083,0.163104996085167,54234.78125,6222.2099609375
"375",3,1381.29479980469,0.0039987675845623,14.6831207275391,54240.59765625,6225.4072265625
"376",1,1279.96411132812,0.00479802535846829,2.04022192955017,54321.4765625,6231.79736328125
"377",1,504.216461181641,0.0123644769191742,13.9112071990967,56737.74609375,3623.537109375
"378",3,523.966125488281,0.00774719333276153,1.06525063514709,59165.51171875,1026.39575195312
"379",3,142.5,0.00566547922790051,8.3687686920166,61439.02734375,1375.40185546875
"380",1,400.016571044922,0.00871890131384134,24.8162784576416,59856.359375,1262.07067871094
"381",3,816.115783691406,0.0037125158123672,2.01542210578918,60336.6015625,1457.96374511719
"382",1,1029.55639648438,0.0208524726331234,4.43214464187622,59924.3046875,1865.607421875
"383",0,28.5,NA,0,59765.05078125,850.236755371094
"384",3,627.647399902344,0.0107765272259712,15.7476930618286,59598.046875,686.370910644531
"385",1,1345.24829101562,0.0161618143320084,0.0799859389662743,59788.4140625,2593.5
"386",3,1396.79077148438,0.00847612135112286,12.7394371032715,59474.828125,1328.54028320312
"387",3,1425,0.00850131642073393,20.453483581543,59442.2890625,1365.92028808594
"388",2,1282.5,0.0164824817329645,0.391389280557632,59464.3203125,1236.3876953125
"389",1,778.420532226562,0.00171260687056929,9.76259708404541,57828.6015625,2531.8525390625
"390",1,1514.79577636719,0.0101476088166237,5.58191776275635,56192.9375,4080.3798828125
"391",1,313.5,0.00580954970791936,0.828572392463684,57000.640625,3623.20092773438
"392",3,627.647399902344,0.00323328375816345,2.22137713432312,56653.36328125,4794.86572265625
"393",1,1148.87170410156,0.00700640818104148,11.0709276199341,52402.0859375,8689.1826171875
"394",1,1177.15698242188,0.00515004200860858,0.0533241033554077,52395.2578125,8682.0283203125
"395",1,1848.11022949219,0.0110442144796252,9.651611328125,52733.50390625,8082.14990234375
"396",2,2057.73168945312,0.0058319796808064,2.57926487922668,53074.0234375,7505.083984375
"397",1,1187.80395507812,0.00773416925221682,16.6244659423828,54146.7890625,6495.24951171875
"398",1,487.008209228516,0.00459798751398921,9.49195098876953,55191.7265625,5537.00048828125
"399",2,1365.92028808594,0.0060259522870183,0.160604700446129,54262.68359375,6193.88330078125
"400",1,1325.7861328125,0.00872343219816685,18.6193218231201,54312.69140625,6134.12451171875
"401",1,2075.80981445312,0.019193347543478,31.4303398132324,53214.7421875,7276.826171875
"402",1,2513.82275390625,0.0136029645800591,2.23776412010193,52118.73828125,8419.6640625
"403",3,2361.3759765625,0.00342854158952832,3.60392642021179,51024.80859375,9562.5888671875
"404",3,584.771118164062,0.00670898193493485,0.828846633434296,51660.0625,8775.8251953125
"405",1,28.5,0.0666225478053093,0,53004.54296875,10228.6015625
"406",1,90.1249160766602,0.00840221811085939,0.0646894499659538,51988.1328125,12152.4013671875
"407",1,649.899963378906,0.0277856718748808,0,48337.421875,14827.041015625
"408",3,1784.83740234375,0.00865050870925188,0.597474098205566,44659.64453125,17861.31640625
"409",1,1758.01342773438,0.00843852944672108,0.60459440946579,44659.58203125,17877.703125
"410",1,1773.88171386719,0.0238892193883657,5.29102230072021,38915.44140625,23759.2421875
"411",3,1174.0478515625,0.102334804832935,19.1257152557373,37583.0390625,24975.009765625
"412",1,1200.04968261719,0.139392927289009,31.2426147460938,37610.06640625,24936.181640625
"413",3,1911.41320800781,0.21459524333477,34.1690521240234,37581.171875,24593.849609375
"414",1,2587.3857421875,0.0559844709932804,0.916101038455963,37565.76953125,24267.611328125
"415",1,2097.60766601562,0.141597658395767,16.9736194610596,37563.875,23958.12890625
"416",1,979.421875,0.0327013656497002,0.0594069436192513,36912.38671875,23377.453125
"417",3,241.830520629883,0.00563954282552004,0.390725076198578,37531.0390625,22760.796875
"418",1,387.641906738281,0.00969379488378763,0,38577.8828125,22294.287109375
"419",1,627.647399902344,0.00906549300998449,0.710419833660126,38414.33203125,22559.70703125
"420",1,947.383911132812,0.00374220055527985,6.88194370269775,38226.74609375,22856.947265625
"421",1,884.8779296875,0.00430634850636125,2.20590877532959,38272.5390625,22798.611328125
"422",1,420.797454833984,0.078913502395153,0,39285.16796875,24450.09375
"423",1,166.18212890625,0.0153941474854946,0,39563.80078125,24754.099609375
"424",1,199.5,0.0170014146715403,0,39691.85546875,24617.46875
"425",1,191.183807373047,0.0157891381531954,0,39666.234375,24644.7890625
"426",1,173.358734130859,0.0155370039865375,0,39615.01171875,24699.439453125
"427",1,180.24983215332,0.0151348132640123,0,39640.62109375,24672.11328125
"428",1,114,0.0142550952732563,0,39346.5390625,24964.861328125
"429",1,318.639678955078,0.0148430177941918,0,39693.37109375,24530.537109375
"430",1,117.508506774902,0.00584269082173705,3.2653911113739,38843.3671875,23827.857421875
"431",1,1786.42944335938,0.00751497177407146,9.64914989471436,36872.2265625,25732.154296875
"432",1,1007.22406005859,0.956731140613556,21.8465709686279,34933.1875,27625.248046875
"433",1,1043.66052246094,0.230897337198257,2.46316432952881,35112.6015625,27463.88671875
"434",1,739.353942871094,0.21264959871769,2.07309126853943,33920.56640625,28545.06640625
"435",3,1032.70727539062,0.187342464923859,25.8567676544189,33310.453125,28908.849609375
"436",3,285,0.118254564702511,40.1382484436035,31054.408203125,31139.9765625
"437",2,117.508506774902,0.0130610140040517,0.0468335635960102,33071.49609375,29587.88671875
"438",0,0,NA,0,35079.75,28094.423828125
"439",1,40.3050880432129,0.12064465880394,0,38300.703125,25834.03515625
"440",1,117.508506774902,0.0158612728118896,0,39014.91796875,25234.734375
"441",1,80.6101760864258,0.0237120371311903,0,39180.53515625,25121.177734375
"442",1,80.6101760864258,0.0208646412938833,0,39333.55078125,25000.203125
"443",1,201.525436401367,0.00590364402160048,0,39998.7421875,24333.609375
"444",1,142.5,0.0120542980730534,0,40484.609375,23904.416015625
"445",1,85.5,0.0221212860196829,0,40637.73046875,23785.82421875
"446",1,346.717468261719,0.00365507509559393,0,40103.30859375,24136.943359375
"447",1,256.5,0.0145970312878489,0,39922.6015625,24371.69921875
"448",1,258.078491210938,0.0161668304353952,0,39807.57421875,24472.755859375
"449",1,173.358734130859,0.014711712487042,0,39500.07421875,24800.732421875
"450",1,166.18212890625,0.019933732226491,0,39410.75,24874.802734375
"451",1,142.5,0.0177721157670021,0,39423.2890625,24882.78515625
"452",1,63.7279357910156,0.0724898502230644,0,38670.4140625,25541.15234375
"453",1,127.455871582031,0.0393859669566154,0,38760.01171875,25423.677734375
"454",1,117.508506774902,0.0158612728118896,0,39014.91796875,25234.734375
"455",1,80.6101760864258,0.0202670488506556,0,36480.7578125,27019.744140625
"456",1,28.5,0.0305254571139812,0.200222179293633,33974.22265625,28890.876953125
"457",1,40.3050880432129,0.0510420016944408,0,30678.12890625,31568.37890625
"458",1,57,0.0578909367322922,0,32872.06640625,30031.8203125
"459",1,205.516418457031,0.0322845540940762,0,35064.23046875,28589.36328125
"460",1,142.5,0.0410296581685543,0,35127.5078125,28499.95703125
"461",1,205.516418457031,0.0371832773089409,0,35536.2421875,28249.75390625
"462",1,205.516418457031,0.0342890024185181,0,35970.66015625,27975.912109375
"463",1,166.18212890625,0.0364527888596058,0,35982.9609375,27941.892578125
"464",1,166.18212890625,0.0540681071579456,0,36148.125,28223.189453125
"465",0,28.5,NA,0,36447.43359375,28133.5859375
"466",1,85.5,0.0343985036015511,0,36761.5078125,28055.69921875
"467",1,90.1249160766602,0.0624195002019405,0,36786.48046875,28028.1953125
"468",1,127.455871582031,0.0314856246113777,0,36797.73828125,27993.224609375
"469",1,102.758209228516,0.0654381886124611,0,36811.453125,28000.6953125
"470",1,142.5,0.0409297794103622,0,36723.9375,27462.77734375
"471",1,102.758209228516,0.02032863907516,0,33164.21875,30016.88671875
"472",1,28.5,0.0176094900816679,0,32985.58203125,30104.162109375
"473",1,57,0.0237747374922037,0,31597.0546875,31127.037109375
"474",3,217.049530029297,0.0350075215101242,0,30222.71484375,32181.4609375
"475",3,217.049530029297,0.0350075215101242,0,30222.71484375,32181.4609375
